Company_ID,Company_Name,Year_Founded,Employees,Revenue,Market_Share,Product_Lines,R&D_Spending,Adoption_Rate_AI,Adoption_Rate_Cloud,Adoption_Rate_Blockchain,Company_Age,Revenue_per_Employee,Annual_Revenue_Zscore,Market_Share_Category,Total_Tech_Adoption,Founded_Decade,High_Revenue_Company
592950,Price LLC,2005,762,-1.7050821131328253,1.2868592406555794,Hardware,48273096.89,16.92,98.36,10.98,20,1.3576749414516661e-05,-1.7050821131328253,Low,126.26,2000,False
520969,Willis-Wagner,2016,2201,-0.35810002243583666,-0.2811224724401329,Software,41783414.59,58.17,30.17,58.84,9,0.00017996435919482806,-0.35810002243583666,Low,147.18,2010,False
880720,Stone-Myers,2019,3583,0.15091816772435557,-0.18286774368217693,Hardware,42100035.1,71.43,18.54,92.5,6,0.00015123554501494534,0.15091816772435557,Low,182.47,2010,False
821095,Glenn PLC,2016,370,-0.8123392136620905,-0.3514018964822817,Hardware,26707998.52,27.9,51.1,38.16,9,0.0007189569178940649,-0.8123392136620905,Low,117.16,2010,False
537775,"Moyer, Howe and Phillips",1994,4270,-0.9251507786413407,-0.14738686940847068,Hardware,29840273.83,10.89,50.38,73.69,31,5.473219411560737e-05,-0.9251507786413407,Low,134.96,1990,False
894748,"Taylor, Warren and Boyer",2000,2042,0.1390504215146072,-1.4956600918093097,Consulting,24220232.16,56.88,94.31,94.98,25,0.00026370137510065196,0.1390504215146072,Low,246.17000000000002,2000,False
156124,"Guerrero, Frye and Martin",1995,3226,0.14498966691816337,1.418547870171451,Software,13218407.63,77.43,10.22,70.12,30,0.0001674454809114114,0.14498966691816337,Low,157.77,1990,False
540451,Wright-Brewer,2010,2771,-1.4634992062719643,-0.6236493740824511,IT Services,20730609.55,81.33,17.55,1.59,15,2.870130365591372e-05,-1.4634992062719643,Low,100.47,2010,False
131173,"Gallegos, Barnett and Barr",2007,2675,0.559817141385562,-0.14943384292426148,Consulting,42410720.35,99.52,85.26,11.98,18,0.00024634754174469257,0.559817141385562,Low,196.76,2000,False
103453,House-Hardy,1993,788,1.6210801744684502,-0.23131278355589133,IT Services,45240619.7,63.76,91.9,63.91,32,0.0012219669605976775,1.6210801744684502,Low,219.57,1990,False
996492,Glenn-Rasmussen,2014,897,1.60557985890522,-0.14192827336636188,IT Services,32397840.84,26.43,53.12,64.5,11,0.0010685294315616028,1.60557985890522,Low,144.05,2010,False
732808,"Jones, Hayes and Hinton",2001,2235,1.6996554905557135,-0.680964632524592,Consulting,13126792.02,37.68,69.98,9.36,24,0.0004409005781518858,1.6996554905557135,Low,117.02,2000,False
481915,"Bailey, Smith and Kane",1984,3516,1.053928509365632,0.4052959798550312,Software,22301352.97,87.68,80.35,7.68,41,0.00022766950523233197,1.053928509365632,Low,175.71,1980,False
962968,Brown-Chase,2017,55,-1.2277015286994544,1.1299246044449558,Hardware,35051208.01,67.4,12.17,37.26,8,0.0026738242966711963,-1.2277015286994544,Low,116.83000000000001,2010,False
789892,Jones Ltd,1980,2364,0.20749296893335803,-0.8945322026720932,Hardware,24973282.615000002,3.91,27.65,57.59,45,0.0002360740937665207,0.20749296893335803,Low,89.15,1980,False
622664,Davis-Kelley,2013,2363,1.2309341067352673,0.590205920781462,Services,25722054.1,78.03,99.05,25.66,12,0.00036021066778095236,1.2309341067352673,Low,202.73999999999998,2010,False
167806,Johnston-Snow,1996,1631,1.6799347390483679,1.6055047846136725,Software,31472590.61,7.59,50.84,62.12,29,0.0006007143199780777,1.6799347390483679,Low,120.55000000000001,1990,False
889889,Richardson-Fletcher,2002,3527,-1.6424860787805484,0.32614633724445563,IT Services,45009156.38,12.88,37.37,53.57,23,8.015899203216165e-06,-1.6424860787805484,Low,103.82,2000,False
356537,"Hicks, Anderson and Reid",1994,3049,0.4697473466018781,1.1415241210344362,Software,33223633.25,65.73,52.47,52.68,31,0.00020766972630375,0.4697473466018781,Low,170.88,1990,False
852109,Snyder PLC,2009,4364,-0.4449369821387829,-1.2090837995986048,Services,15782017.85,19.82,76.52,2.35,16,8.506707443829172e-05,-0.4449369821387829,Low,98.69,2000,False
269412,Gonzalez Group,2013,2757,0.1229274812450225,-1.0234915341669106,Consulting,42281316.53,71.24,38.91,59.61,12,0.0001936383142759921,0.1229274812450225,Low,169.76,2010,False
500084,Barry-Pierce,1985,3689,-1.0293060547330388,0.7416819609499771,IT Services,34650816.99,16.71,32.17,8.79,40,5.526644437806529e-05,-1.0293060547330388,Low,57.67,1980,False
960788,Harris and Sons,2016,1897,0.7946808169757618,0.5342553113498482,Hardware,20720264.3,71.65,77.0,24.96,9,0.00038283669661353666,0.7946808169757618,Low,173.61,2010,False
335607,"Shah, Simmons and Williams",1990,1064,-1.1853782436074405,0.09415600545483746,Consulting,23538678.84,0.02,12.65,51.56,35,0.0001496063057734741,-1.1853782436074405,Low,64.23,1990,False
821830,"Chandler, Lee and Christensen",2011,921,1.6064412028485882,-1.0071157460405846,Consulting,28144907.48,20.93,87.72,46.04,14,0.001040952851773254,1.6064412028485882,Low,154.69,2010,False
724709,Lopez-Rodriguez,1995,1991,0.7946021628019828,0.974354617244859,Services,31217778.87,41.96,13.14,43.63,30,0.00036475072228275493,0.7946021628019828,Low,98.73,1990,False
914389,"Barnett, Cortez and Martin",1982,701,0.1971479916407479,-0.8911205801457754,Hardware,48293872.2,91.33,87.72,88.7,43,0.0007918923062651645,0.1971479916407479,Low,267.75,1980,False
338490,"Lee, Farmer and Bennett",2001,3056,-0.6084646965908969,0.6980131926131078,Software,12124382.74,27.27,33.73,11.28,24,0.00010615207946238522,-0.6084646965908969,Low,72.28,2000,False
424215,Stewart-Price,1998,1118,0.7956679959635743,-1.431521588314533,Hardware,2590507.58,4.04,55.39,10.41,27,0.0006498425108891379,0.7956679959635743,Low,69.84,1990,False
647648,"Murphy, Sanchez and Porter",2001,788,-1.7041135831869192,1.593222943518928,IT Services,47371578.23,51.62,69.89,3.53,24,1.348078164694098e-05,-1.7041135831869192,Low,125.03999999999999,2000,False
549602,Mckinney-Miller,1985,1571,0.8367475335814895,0.5895235962761984,Hardware,18207912.96,51.92,94.59,68.76,40,0.0004699481279571375,0.8367475335814895,Low,215.26999999999998,1980,False
394588,Caldwell Group,1999,3522,-0.8041478825356047,0.4257657150129385,Consulting,38725369.24,89.03,19.37,1.28,26,7.619532585678455e-05,-0.8041478825356047,Low,109.68,1990,False
594122,"White, Key and Jenkins",2011,534,0.6390217415063257,1.5434132546346864,Services,28553036.82,11.77,80.34,12.75,14,0.0012765219460231362,0.6390217415063257,Low,104.86,2010,False
530232,Kidd Inc,2019,533,0.39188387882310605,0.9231802793500903,Consulting,11430527.06,87.21,63.87,79.86,6,0.0011461276384229888,0.39188387882310605,Low,230.94,2010,False
638401,Hernandez and Sons,2001,4435,0.6114315600433655,-1.6280310458304443,Hardware,1927205.39,15.71,55.02,25.1,24,0.00015191911897539188,0.6114315600433655,Low,95.83000000000001,2000,False
714924,"Smith, Hicks and Ellis",1996,1320,-0.2245978284794412,0.08255648886535669,Hardware,32643422.55,18.0,57.03,38.94,29,0.00032904139425406133,-0.2245978284794412,Low,113.97,1990,False
863441,"Robertson, Stone and Howell",2006,2042,-1.4656799895995671,-1.251387918924947,IT Services,23509968.92,76.41,65.02,6.21,19,3.864190392603567e-05,-1.4656799895995671,Low,147.64000000000001,2000,False
372264,Garza-Kirk,2005,2339,0.18945275464497005,-0.1555747634716337,Consulting,23919804.35,72.52,51.8,58.26,20,0.00023638850054968536,0.18945275464497005,Low,182.57999999999998,2000,False
640820,Wright Ltd,1990,2489,-1.10642451588286,-0.9204605338721095,Software,30728921.78,45.72,15.62,45.76,35,7.303829174299978e-05,-1.10642451588286,Low,107.1,1990,False
601747,"Martinez, Romero and Elliott",1997,510,-0.7767645665695617,0.37049743008658836,Services,23483291.88,99.91,11.03,11.74,28,0.0005415727861171821,-0.7767645665695617,Low,122.67999999999999,1990,False
439883,Delgado-Banks,2007,4299,-0.1085717507825377,0.11871968764432639,IT Services,38085042.08,84.9,53.04,67.04,18,0.00010876083294536888,-0.1085717507825377,Low,204.98000000000002,2000,False
734614,Gutierrez-Cole,2000,1437,-1.6761261056777887,-0.7416915134930508,Consulting,3186264.51,61.55,45.64,36.5,25,1.2970119878256449e-05,-1.6761261056777887,Low,143.69,2000,False
843469,Sanchez PLC,1993,475,0.717238929127266,0.9729899682343315,Hardware,12691790.2,46.82,62.59,58.54,32,0.0014822378602379733,0.717238929127266,Low,167.95,1990,False
762373,Brown-Moore,2002,2129,-0.8730292289104677,0.9163570342974543,Hardware,2589499.07,45.38,81.19,31.36,23,0.00011678408751657032,-0.8730292289104677,Low,157.93,2000,False
928596,Miller Ltd,2019,4574,-0.8525131230018638,-1.2343298062933574,Consulting,3166263.81,86.35,97.65,85.52,6,5.564250908083232e-05,-0.8525131230018638,Low,269.52,2010,False
715152,"Kennedy, Walter and Nash",1983,2663,0.01833068868019434,-0.4639854398507729,Hardware,15590942.28,95.25,85.0,65.62,42,0.00018922487157428604,0.01833068868019434,Low,245.87,1980,False
141050,Kelly-Nelson,2010,1583,1.3398442969634452,-1.5024833368619452,Hardware,3036460.48,19.44,8.36,9.01,15,0.0005574024647831558,1.3398442969634452,Low,36.81,2010,False
902157,Bailey and Sons,1997,2668,-0.2670572070798972,0.6809550799815183,IT Services,42085965.67,89.16,97.99,24.85,28,0.00015823646633759703,-0.2670572070798972,Low,211.99999999999997,1990,False
939252,Taylor-Cooper,1990,3289,0.27486046765583433,-0.6843762550509099,IT Services,11876793.05,84.55,10.72,30.24,35,0.00017554643632363779,0.27486046765583433,Low,125.50999999999999,1990,False
998611,"Rios, Robinson and Hammond",2010,4028,1.2728822832719462,-0.8474518118089062,IT Services,26355661.35,90.19,60.72,23.9,15,0.00021429770490571356,1.2728822832719462,Low,174.81,2010,False
212142,Dickerson and Sons,1993,2414,1.1248622155122217,-0.3677776846086078,IT Services,45249533.77,28.53,39.12,58.91,32,0.00034001671984983025,1.1248622155122217,Low,126.56,1990,False
974197,Davis PLC,2014,4423,1.2017563156137514,0.9375090939606255,Consulting,2728882.89,79.25,34.64,58.11,11,0.0001905543100023011,1.2017563156137514,Low,172.0,2010,False
103962,Medina PLC,1998,139,0.6613739061875828,-0.8610983019141777,Hardware,39156462.75,13.06,81.25,82.54,27,0.004950101107239188,0.6613739061875828,Low,176.85000000000002,1990,False
715098,Booker-Serrano,2008,2292,-0.25906941904900754,0.3527569929497354,Services,48457673.98,76.89,62.18,72.4,17,0.00018519305342695112,-0.25906941904900754,Low,211.47,2000,False
678003,"Johnson, Frye and Hall",2005,4921,0.7329529888870528,1.1613115316870806,Software,7885427.06,84.82,68.45,80.85,20,0.00014398765732189832,0.7329529888870528,Low,234.11999999999998,2000,False
137235,"Bean, Moss and Stevens",1983,493,-1.691315490899771,-1.4697317606092932,Hardware,46213720.42,80.51,97.95,54.77,42,2.898183235372997e-05,-1.691315490899771,Low,233.23000000000002,1980,False
347626,Young-Jackson,2018,647,1.3555284648760078,-0.4414687311770746,IT Services,23438188.66,52.99,1.95,0.61,7,0.001370726150277675,1.3555284648760078,Low,55.550000000000004,2010,False
145115,"Williams, Ferguson and Rodriguez",1996,804,-0.34621047008220485,-1.1094644218301217,Hardware,19092295.99,85.17,78.09,6.88,29,0.0004968986932626277,-0.34621047008220485,Low,170.14,1990,False
571247,Hernandez and Sons,1987,3320,0.6352159300054738,-1.3428194026302671,IT Services,43380157.11,64.33,11.6,70.39,38,0.0002049918042587081,0.6352159300054738,Low,146.32,1980,False
268818,Garrett and Sons,1989,3244,-0.9087443170626837,-0.9607176796826608,Consulting,44562060.72,33.81,15.66,9.4,36,7.349107298021282e-05,-0.9087443170626837,Low,58.87,1980,False
544514,Grant-Klein,1999,2867,-0.45133508396216776,0.6031700863814703,Hardware,15585920.01,45.97,49.06,56.6,26,0.0001288456189682481,-0.45133508396216776,Low,151.63,1990,False
584888,Peterson-Cruz,2019,2116,0.8974797241018028,1.1742756972870885,IT Services,31220677.35,0.81,58.7,25.93,6,0.00035712728010534056,0.8974797241018028,Low,85.44,2010,False
777364,Allen-Lucas,2019,986,-1.697823099531285,-0.3254735652822656,IT Services,12049359.59,57.56,38.53,92.38,6,1.2600769703022213e-05,-1.697823099531285,Low,188.47,2010,False
407000,Calhoun-Hansen,1984,2101,1.2621551452352981,-0.3104624261664669,Services,31610177.73,29.02,91.88,32.42,41,0.0004093855588346364,1.2621551452352981,Low,153.32,1980,False
193633,"Martin, Simmons and Stone",1993,3406,1.2184580649238816,1.121054385876529,IT Services,35916254.04,43.22,48.51,14.45,32,0.000248856386119806,1.2184580649238816,Low,106.17999999999999,1990,False
126588,Turner Ltd,1988,2764,-1.1857179039406671,-0.8952145271773568,Software,36579496.66,21.75,38.8,51.98,37,5.755565686170864e-05,-1.1857179039406671,Low,112.53,1980,False
123835,Bush Inc,1994,1439,-0.4398949338718469,-0.022521484945234947,IT Services,24554979.5,52.41,43.25,7.77,31,0.00025898310083954956,-0.4398949338718469,Low,103.42999999999999,1990,False
389927,"Bailey, Thompson and Martin",2007,2683,0.03754587720081741,1.5352253605715234,IT Services,30831217.94,92.02,96.45,97.83,18,0.00018986536839520415,0.03754587720081741,Low,286.3,2000,False
761545,Cox-Lowery,1984,2855,-0.5998555367057852,-0.4735379829244631,Software,37663121.53,33.13,42.79,74.33,41,0.00011448906933824872,-0.5998555367057852,Low,150.25,1980,False
145426,Stanton Ltd,2003,4378,1.2510433314406655,-0.14124594886109842,Services,12404621.9,29.21,23.82,93.65,22,0.00019573704826931468,1.2510433314406655,Low,146.68,2000,False
196538,Murillo LLC,2013,579,-1.185841356861618,-1.5079419329040542,Consulting,4225990.12,12.61,22.18,45.16,12,0.0002746951303031124,-1.185841356861618,Low,79.94999999999999,2010,False
131649,Lee Inc,1989,2738,0.4522478696916909,0.1828581911391032,IT Services,11070579.28,96.11,66.54,33.11,36,0.00022942783051092727,0.4522478696916909,Low,195.76,1980,False
550068,Hampton-Oneal,2007,1892,1.427965076859368,-0.19992585631376647,Consulting,15971578.7,39.63,12.72,79.75,18,0.00047970645397141123,1.427965076859368,Low,132.1,2000,False
499616,"Boyd, Powell and Kim",2011,2669,-1.455354180101114,-0.40325855888231404,IT Services,10817546.98,94.92,44.86,67.19,14,3.067213541093801e-05,-1.455354180101114,Low,206.97,2010,False
278023,Bradley-Medina,2012,1874,1.1572539790748768,1.5734355328662843,Consulting,13125697.52,90.92,62.71,77.01,13,0.0004429439122123745,1.1572539790748768,Low,230.64,2010,False
601800,Palmer-Richards,2004,2309,-1.3319663485230187,-1.5604809198093499,Consulting,32564769.51,59.77,97.23,39.58,21,5.0758080997428814e-05,-1.3319663485230187,Low,196.57999999999998,2000,False
934838,"Carter, Johnson and Buchanan",2006,4845,-0.49666364514104827,-0.11668226667160948,Software,16137650.23,96.87,89.87,94.01,19,7.356428260327149e-05,-0.49666364514104827,Low,280.75,2000,False
306627,Stevens LLC,1997,2234,0.9747580047982598,1.0378107962343721,IT Services,2350655.61,66.69,12.39,78.35,28,0.00034817041175378766,0.9747580047982598,Low,157.43,1990,False
639510,"Proctor, Scott and Marshall",1997,4675,-0.8906421342096043,1.0296229021712093,Software,18746970.52,12.59,94.7,61.03,28,5.2104650806717926e-05,-0.8906421342096043,Low,168.32,1990,False
262187,Avila LLC,1989,2711,-1.1681816012555057,-1.4745080321461383,Software,37984442.66,59.34,84.56,15.86,36,6.053337421361022e-05,-1.1681816012555057,Low,159.76,1980,False
222272,Mahoney Ltd,2008,3409,-1.644001809158516,-0.9927869314300491,Hardware,21550836.58,77.53,58.2,8.19,17,8.166029147581236e-06,-1.644001809158516,Low,143.92000000000002,2000,False
693307,"Knox, Torres and Ochoa",2005,3729,-0.06602595660386568,0.6045347353919972,Consulting,11248177.24,44.43,53.33,6.86,20,0.00012865307514695775,-0.06602595660386568,Low,104.61999999999999,2000,False
463030,Clark-Johnson,1995,1046,-0.057779685337204595,-0.5137951287350144,Software,15346698.95,11.18,29.62,70.48,30,0.0004609071982089266,-0.057779685337204595,Low,111.28,1990,False
323581,"Hogan, Dickson and Smith",2006,3240,1.003875666472157,-0.7062106392193446,Hardware,33884972.4,45.02,99.97,52.84,19,0.00024263937484113855,1.003875666472157,Low,197.83,2000,False
176534,"Murphy, Benton and Rios",1987,1864,0.9156634023664459,0.17262332356014956,IT Services,35383241.32,82.84,7.11,2.3,38,0.00040820218110331044,0.9156634023664459,Low,92.25,1980,False
908534,"Doyle, Rowland and Atkinson",1985,4603,0.9962604752025449,0.35207466844447166,Consulting,41476911.73,8.01,38.67,88.04,40,0.00017031733532704593,0.9962604752025449,Low,134.72,1980,False
939266,King Inc,1990,2145,1.629552295212475,-0.9061317192615741,Software,20542987.09,36.03,26.36,13.89,35,0.00045004021308093204,1.629552295212475,Low,76.28,1990,False
318242,"Henderson, Jackson and Paul",1995,3202,-0.062191131305746744,1.3933018634766985,IT Services,30167136.82,74.16,9.54,56.02,30,0.00015017037957208674,-0.062191131305746744,Low,139.72,1990,False
871935,Miller LLC,2002,3753,0.6838303602654878,-0.31592102220857543,IT Services,9353620.36,72.01,55.73,19.98,23,0.00018505069427175014,0.6838303602654878,Low,147.72,2000,False
154781,"Hardin, Smith and Ramos",1983,1501,0.7399748622925509,-0.2974982605664587,Services,34527008.13,67.44,31.18,81.23,42,0.0004734005490024904,0.7399748622925509,Low,179.85000000000002,1980,False
346354,"Gordon, Schroeder and Cain",2018,2789,0.8953155744450644,-1.4799666281882473,Services,35382281.84,93.77,41.25,8.19,7,0.00027072841295469206,0.8953155744450644,Low,143.20999999999998,2010,False
746202,Hill-Noble,1993,2273,0.5392059429956303,-1.3939937405250358,Hardware,46056306.27,47.83,63.88,43.75,32,0.00028731936949014217,0.5392059429956303,Low,155.46,1990,False
331956,Tyler-Booth,2004,483,-0.4991298712119795,0.09688530347589198,Services,31394623.96,74.12,91.41,71.38,21,0.000736465130333166,-0.4991298712119795,Low,236.91,2000,False
689293,Nichols-Green,1986,1575,1.1901471892051019,-1.6771584102094224,Services,18505063.93,16.0,51.67,27.69,39,0.0005330139861937467,1.1901471892051019,Low,95.36,1980,False
658576,Lopez-Garcia,2015,2340,1.139601054115048,1.6546321489926503,Software,32545740.34,98.63,74.91,82.1,10,0.00035257322676756454,1.139601054115048,Low,255.64,2010,False
923345,Rogers-Lopez,1986,4811,-0.5073846514574986,0.44009452962347373,Hardware,16778195.49,47.81,42.19,79.61,39,7.344597983779926e-05,-0.5073846514574986,Low,169.61,1980,False
189187,Adkins-Miranda,1981,1879,0.040789321643546525,1.238414200781865,Services,30874011.23,65.1,40.73,6.03,44,0.0002716006698770852,0.040789321643546525,Low,111.85999999999999,1980,False
744737,"Weaver, Parker and Schroeder",1982,3419,0.6324964061913452,-0.16376265753479655,Consulting,32693451.11,30.41,41.73,75.48,43,0.00019882830011375632,0.6324964061913452,Low,147.62,1980,False
556337,Giles-Williams,1997,3031,-1.714562880745121,0.15897683345487773,Consulting,11232770.51,76.44,35.67,1.25,28,2.5174296138105665e-06,-1.714562880745121,Low,113.36,1990,False
902023,Phillips-Williams,2000,2583,0.9942887632063848,0.9961890014132936,Hardware,8382962.05,95.96,37.6,79.27,25,0.000303293079707339,0.9942887632063848,Low,212.82999999999998,2000,False
477414,Wallace-Kim,1987,782,-0.1585956536912198,-0.35276654549280906,Consulting,23157024.73,95.1,56.37,78.56,38,0.0005795865766126656,-0.1585956536912198,Low,230.03,1980,False
350108,Carlson-Rosales,2012,4624,-1.101899711172986,1.125830657413374,Services,40894228.36,64.4,86.74,81.37,13,3.959518736572985e-05,-1.101899711172986,Low,232.51,2010,False
205050,Harris Ltd,1991,4516,-0.17304898242301434,-1.648500780988352,Hardware,33904201.22,36.13,17.1,31.93,34,9.944585470886852e-05,-0.17304898242301434,Low,85.16,1990,False
773387,Lewis LLC,2006,3439,1.1562014964514846,1.5707062348452299,Hardware,31961146.53,58.14,78.47,10.58,19,0.0002412839417786514,1.1562014964514846,Low,147.19000000000003,2000,False
258112,"Wood, Grant and Andrews",1980,3213,-0.20364759665483262,-0.7375975664614695,Software,7165470.37,60.46,84.18,11.78,45,0.00013704776905506107,-0.20364759665483262,Low,156.42000000000002,1980,False
506407,Brown-Harris,1994,3581,0.9466055221449237,1.2725304260450443,Software,14047904.23,61.95,8.02,29.47,31,0.00021495399007492345,0.9466055221449237,Low,99.44,1990,False
